альбом;название_песни;слово;лемма;часть_речи;род;число;падеж;время;лицо;наклонение;вид;залог;степень;возвратность;одушевленность;переходность;имена_собственные;таксономия;подтема_инструментов;таксономия_прилагательных
Брут, 2021;СРБ;Где;где;ADVB;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;теперь;теперь;ADVB;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;ёлки;ёлка;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;А;а;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;электронные;электронный;ADJF;;множественное;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;звуки;звук;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;на;на;PREP;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;жёстких;жёсткий;ADJF;;множественное;родительный;;;;;;;;;;;;;
Брут, 2021;СРБ;антикварных;антикварный;ADJF;;множественное;родительный;;;;;;;;;;;;;
Брут, 2021;СРБ;дисках;диск;NOUN;мужской;множественное;предложный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;Закопаны;закопать;PRTS;;множественное;;прошедшее;;;совершенный;страдательный;;;;;;;;
Брут, 2021;СРБ;под;под;PREP;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;нашим;наш;APRO;;множественное;дательный;;;;;;;;;;;;;
Брут, 2021;СРБ;амбаром;амбар;NOUN;мужской;единственное;творительный;;;;;;;;неодушевлённое;;;здания и сооружения;;
Брут, 2021;СРБ;Сестра;сестра;NOUN;женский;единственное;именительный;;;;;;;;одушевлённое;;;лица;;
Брут, 2021;СРБ;молчи;молчать;VERB;;единственное;;;;повелительное;несовершенный;;;;;непереходный;;;;
Брут, 2021;СРБ;это;это;PRCL;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;плохие;плохой;ADJF;;множественное;именительный;;;;;;;;;;;;;
Брут, 2021;СРБ;дела;дело;NOUN;средний;единственное;родительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;Это;это;PRCL;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;опасный;опасный;ADJF;мужской;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;СРБ;бизнес;бизнес;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;Это;это;PRCL;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;то;то;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;что;что;CONJ;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;позволяет;позволять;VERB;;единственное;;настоящее;3;изъявительное;несовершенный;;;;;переходный;;;;
Брут, 2021;СРБ;нам;мы;NPRO;;множественное;дательный;;1;;;;;;;;;;;
Брут, 2021;СРБ;выжить;выжить;INFN;;;;;;;совершенный;;;;;переходный;;;;
Брут, 2021;СРБ;в;в;PREP;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;кризис;кризис;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;Это;это;PRCL;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;такая;такой;APRO;женский;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;СРБ;забава;забава;NOUN;женский;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;такая;такой;APRO;женский;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;СРБ;игра;игра;NOUN;женский;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;Да;да;PRCL;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;это;это;PRCL;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;стандартный;стандартный;ADJF;мужской;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;СРБ;русский;русский;ADJF;мужской;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;СРБ;бунт;бунт;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;сестра;сестра;NOUN;женский;единственное;именительный;;;;;;;;одушевлённое;;;лица;;
Брут, 2021;СРБ;Это;это;PRCL;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;стандартный;стандартный;ADJF;мужской;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;СРБ;русский;русский;ADJF;мужской;единственное;именительный;;;;;;;;;;;;;
Брут, 2021;СРБ;бунт;бунт;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;сестра;сестра;NOUN;женский;единственное;именительный;;;;;;;;одушевлённое;;;лица;;
Брут, 2021;СРБ;С;с;PREP;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;новым;новый;ADJF;;множественное;дательный;;;;;;;;;;;;;
Брут, 2021;СРБ;годом;год;NOUN;мужской;единственное;творительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;сестра;сестра;NOUN;женский;единственное;именительный;;;;;;;;одушевлённое;;;лица;;
Брут, 2021;СРБ;с;с;PREP;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;новым;новый;ADJF;;множественное;дательный;;;;;;;;;;;;;
Брут, 2021;СРБ;годом;год;NOUN;мужской;единственное;творительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;Три;три;NUMR;;;винительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;священных;священный;ADJF;;множественное;родительный;;;;;;;;;;;;;
Брут, 2021;СРБ;напаса;напас;NOUN;мужской;единственное;родительный;;;;;;;;одушевлённое;;;;;
Брут, 2021;СРБ;перед;перед;PREP;;;;;;;;;;;;;;;;
Брут, 2021;СРБ;боем;бой;NOUN;мужской;единственное;творительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;Я;я;NPRO;;единственное;именительный;;1;;;;;;;;;;;
Брут, 2021;СРБ;растерял;растерять;VERB;мужской;единственное;;прошедшее;;изъявительное;совершенный;;;;;переходный;;;;
Брут, 2021;СРБ;запасы;запас;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;серотонина;серотонин;NOUN;мужской;единственное;родительный;;;;;;;;неодушевлённое;;;;;
Брут, 2021;СРБ;Я;я;NPRO;;единственное;именительный;;1;;;;;;;;;;;
Брут, 2021;СРБ;уже;уже;ADVB;;;;;;;;;;;;;;;;
